comp	question	item_list	aspect_list	predicate_list	context_list	not question	dataset	question_NER	tokenized	pos	capri-tag
1	I live in bangalore KA. I wish to open a bank account for savings and investments. Which is the best bank to open the account?	bank to open the account		the best	i live in bangalore ka. i wish to open a bank account for savings and investments.		q	I live in bangalore _NAMED_ENTITY_. I wish to open a bank account for savings and investments. Which is the best bank to open the account?	['I', 'live', 'in', 'bangalore', 'KA', '.', 'I', 'wish', 'to', 'open', 'a', 'bank', 'account', 'for', 'savings', 'and', 'investments', '.', 'Which', 'is', 'the', 'best', 'bank', 'to', 'open', 'the', 'account', '?']	['PRP', 'VBP', 'IN', 'NN', 'NNP', '.', 'PRP', 'VBP', 'TO', 'VB', 'DT', 'NN', 'NN', 'IN', 'NNS', 'CC', 'NNS', '.', 'WDT', 'VBZ', 'DT', 'JJS', 'NN', 'TO', 'VB', 'DT', 'NN', '.']	['CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 'CI', 0]
1	If I wanted to get rid of a body, what would be the best way to do it?	way	0	the best	to get rid of a body; to do it	0.0	q	If I wanted to get rid of a body, what would be the best way to do it?	['If', 'I', 'wanted', 'to', 'get', 'rid', 'of', 'a', 'body', ',', 'what', 'would', 'be', 'the', 'best', 'way', 'to', 'do', 'it', '?']	['IN', 'PRP', 'VBD', 'TO', 'VB', 'VBN', 'IN', 'DT', 'NN', ',', 'WP', 'MD', 'VB', 'DT', 'JJS', 'NN', 'TO', 'VB', 'PRP', '.']	[0, 0, 0, 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 0, 0, 0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 0]
1	If you had no option but to shoot a bullet from a balloon, what would be the best direction to cause least harm?	direction	0	the best	to cause least harm; to shoot a bullet from a balloon	0.0	q	If you had no option but to shoot a bullet from a balloon, what would be the best direction to cause least harm?	['If', 'you', 'had', 'no', 'option', 'but', 'to', 'shoot', 'a', 'bullet', 'from', 'a', 'balloon', ',', 'what', 'would', 'be', 'the', 'best', 'direction', 'to', 'cause', 'least', 'harm', '?']	['IN', 'PRP', 'VBD', 'DT', 'NN', 'CC', 'TO', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', ',', 'WP', 'MD', 'VB', 'DT', 'JJS', 'NN', 'TO', 'VB', 'JJS', 'NN', '.']	[0, 0, 0, 0, 0, 0, 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 0, 0, 0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 0]
1	Inspirotech is the best web designing company in India?	inspirotech; web designing company	0	the best	in india	0.0	q	_NAMED_ENTITY_ is the best web designing company in _NAMED_ENTITY_?	['Inspirotech', 'is', 'the', 'best', 'web', 'designing', 'company', 'in', 'India', '?']	['NNP', 'VBZ', 'DT', 'JJS', 'NN', 'VBG', 'NN', 'IN', 'NNP', '.']	['CI', 0, 'CP', 'CP', 'CI', 'CI', 'CI', 'CC', 'CC', 0]
1	Lua and C, which one is the best programming language for embedded systems?	lua; c	for embedded systems	the best		0.0	q	Lua and C, which one is the best programming language for embedded systems?	['Lua', 'and', 'C', ',', 'which', 'one', 'is', 'the', 'best', 'programming', 'language', 'for', 'embedded', 'systems', '?']	['NNP', 'CC', 'NNP', ',', 'WDT', 'NN', 'VBZ', 'DT', 'JJS', 'NN', 'NN', 'IN', 'VBN', 'NNS', '.']	['CI', 0, 'CI', 0, 0, 0, 0, 'CP', 'CP', 0, 0, 'CA', 'CA', 'CA', 0]
1	Students: what is the best experience you've had because of a teacher?	experience	0	the best	you've had because of a teacher	0.0	q	Students: what is the best experience you've had because of a teacher?	"['Students', ':', 'what', 'is', 'the', 'best', 'experience', 'you', ""'ve"", 'had', 'because', 'of', 'a', 'teacher', '?']"	['NNS', ':', 'WP', 'VBZ', 'DT', 'JJS', 'NN', 'PRP', 'VB', 'VBN', 'IN', 'IN', 'DT', 'NN', '.']	[0, 0, 0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 0]
1	Super Smash Bros. Brawl: What is the best strategy against Jigglypuff?	strategy against jigglypuff		the best	Super Smash Bros. Brawl		q	Super Smash Bros. Brawl: What is the best strategy against _NAMED_ENTITY_?	['Super', 'Smash', 'Bros.', 'Brawl', ':', 'What', 'is', 'the', 'best', 'strategy', 'against', 'Jigglypuff', '?']	['NNP', 'NNP', 'NNP', 'NNP', ':', 'WP', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'NNP', '.']	['CC', 'CC', 'CC', 'CC', 0, 0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 0]
1	Super Smash Bros. Brawl: What is the best strategy against Marth?	strategy against marth		the best	Super Smash Bros. Brawl	0.0	q	Super Smash Bros. Brawl: What is the best strategy against _NAMED_ENTITY_?	['Super', 'Smash', 'Bros.', 'Brawl', ':', 'What', 'is', 'the', 'best', 'strategy', 'against', 'Marth', '?']	['NNP', 'NNP', 'NNP', 'NNP', ':', 'WP', 'VBZ', 'DT', 'JJS', 'NN', 'IN', 'NNP', '.']	['CC', 'CC', 'CC', 'CC', 0, 0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 0]
1	Trinet or Algentis? Who is the best outsourced HR provider?	trinet; algentis	outsourced hr provider	the best		0.0	q	Trinet or _NAMED_ENTITY_? Who is the best outsourced HR provider?	['Trinet', 'or', 'Algentis', '?', 'Who', 'is', 'the', 'best', 'outsourced', 'HR', 'provider', '?']	['NNP', 'CC', 'NNP', '.', 'WP', 'VBZ', 'DT', 'JJS', 'JJ', 'NN', 'NN', '.']	['CI', 0, 'CI', 0, 0, 0, 'CP', 'CP', 'CA', 'CA', 'CA', 0]
1	What are some of the best answers?	answers	0	some of the best		0.0	q	What are some of the best answers?	['What', 'are', 'some', 'of', 'the', 'best', 'answers', '?']	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'NNS', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 'CI', 0]
1	What are some of the best bodyweight exercises for my whole body?	bodyweight exercises		some of the best	for my whole body	0.0	q	What are some of the best bodyweight exercises for my whole body?	['What', 'are', 'some', 'of', 'the', 'best', 'bodyweight', 'exercises', 'for', 'my', 'whole', 'body', '?']	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'NN', 'NNS', 'IN', 'PRP$', 'JJ', 'NN', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', 'CC', 'CC', 0]
1	What are some of the best cake recipes?	cake recipes	0	some of the best		0.0	q	What are some of the best cake recipes?	['What', 'are', 'some', 'of', 'the', 'best', 'cake', 'recipes', '?']	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'NN', 'NNS', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 'CI', 'CI', 0]
1	What are some of the best Hindi short films?	hindi short films		some of the best		0.0	q	What are some of the best Hindi short films?	['What', 'are', 'some', 'of', 'the', 'best', 'Hindi', 'short', 'films', '?']	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'JJ', 'JJ', 'NNS', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 'CI', 'CI', 'CI', 0]
1	What are some of the best Indian movies ever made?	indian movies		some of the best	ever made	0.0	q	What are some of the best _NAMED_ENTITY_ movies ever made?	['What', 'are', 'some', 'of', 'the', 'best', 'Indian', 'movies', 'ever', 'made', '?']	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'JJ', 'NNS', 'RB', 'VBN', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', 0]
1	What are some of the best interview questions asked for a electronics engineering student?	interview questions		some of the best	asked for a electronics engineering student	0.0	q	What are some of the best interview questions asked for a electronics engineering student?	['What', 'are', 'some', 'of', 'the', 'best', 'interview', 'questions', 'asked', 'for', 'a', 'electronics', 'engineering', 'student', '?']	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'NN', 'NNS', 'VBD', 'IN', 'DT', 'NNS', 'NN', 'NN', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 0]
1	What are some of the best manga apps for iPhone?	manga apps		some of the best	for iphone	0.0	q	What are some of the best manga apps for _NAMED_ENTITY_?	['What', 'are', 'some', 'of', 'the', 'best', 'manga', 'apps', 'for', 'iPhone', '?']	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'NN', 'NNS', 'IN', 'NNP', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', 0]
1	What are some of the best New Year's resolutions?	new year's resolutions	0	some of the best		0.0	q	What are some of the best _NAMED_ENTITY_ resolutions?	"['What', 'are', 'some', 'of', 'the', 'best', 'New', 'Year', ""'s"", 'resolutions', '?']"	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'NNP', 'NNP', 'POS', 'NNS', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 0]
1	What are some of the best non-Hindi Indian songs you love listening to most of the time?	non-hindi indian songs		some of the best	you love listening to most of the time		q	What are some of the best _NAMED_ENTITY_ _NAMED_ENTITY_ songs you love listening to most of the time?	['What', 'are', 'some', 'of', 'the', 'best', 'non', '-', 'Hindi', 'Indian', 'songs', 'you', 'love', 'listening', 'to', 'most', 'of', 'the', 'time', '?']	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'JJ', 'JJ', 'JJ', 'JJ', 'NNS', 'PRP', 'VBP', 'VBG', 'IN', 'JJS', 'IN', 'DT', 'NN', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 0]
1	What are some of the best places to visit in your country?	places		some of the best	to visit in your country	0.0	q	What are some of the best places to visit in your country?	['What', 'are', 'some', 'of', 'the', 'best', 'places', 'to', 'visit', 'in', 'your', 'country', '?']	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'NNS', 'TO', 'VB', 'IN', 'PRP$', 'NN', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 0]
1	What are some of the best poems for a farewell to seniors in schools?	poems		some of the best	for a farewell to seniors in schools	0.0	q	What are some of the best poems for a farewell to seniors in schools?	['What', 'are', 'some', 'of', 'the', 'best', 'poems', 'for', 'a', 'farewell', 'to', 'seniors', 'in', 'schools', '?']	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'NNS', 'IN', 'DT', 'NN', 'IN', 'NNS', 'IN', 'NNS', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 0]
1	What are some of the best quotes from Mahatma Gandhi?	quotes		some of the best	from mahatma gandhi	0.0	q	What are some of the best quotes from _NAMED_ENTITY_?	['What', 'are', 'some', 'of', 'the', 'best', 'quotes', 'from', 'Mahatma', 'Gandhi', '?']	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'NNS', 'IN', 'NNP', 'NNP', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 0]
1	What are some of the best resources to learn typing?	resources	0	some of the best	to learn typing	0.0	q	What are some of the best resources to learn typing?	['What', 'are', 'some', 'of', 'the', 'best', 'resources', 'to', 'learn', 'typing', '?']	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'NNS', 'TO', 'VB', 'VBG', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 0]
1	What are some of the best sad and romantic punjabi music with heart touching music like adhi adhi raat from bilal saeed and soch?	sad and romantic punjabi music		some of the best	with heart touching music like adhi adhi raat from bilal saeed and soch	0.0	q	What are some of the best sad and romantic punjabi music with heart touching music like adhi adhi raat from bilal saeed and soch?	['What', 'are', 'some', 'of', 'the', 'best', 'sad', 'and', 'romantic', 'punjabi', 'music', 'with', 'heart', 'touching', 'music', 'like', 'adhi', 'adhi', 'raat', 'from', 'bilal', 'saeed', 'and', 'soch', '?']	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'JJ', 'CC', 'JJ', 'JJ', 'NN', 'IN', 'NN', 'VBG', 'NN', 'IN', 'JJ', 'NNS', 'NNS', 'IN', 'NN', 'NN', 'CC', 'JJ', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 0]
1	What are some of the best sales conversations?	sales conversations	0	some of the best		0.0	q	What are some of the best sales conversations?	['What', 'are', 'some', 'of', 'the', 'best', 'sales', 'conversations', '?']	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'NNS', 'NNS', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 'CI', 'CI', 0]
1	What are some of the best startups ideas for India?	startups ideas	0	some of the best	for india	0.0	q	What are some of the best startups ideas for _NAMED_ENTITY_?	['What', 'are', 'some', 'of', 'the', 'best', 'startups', 'ideas', 'for', 'India', '?']	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'NNS', 'NNS', 'IN', 'NNP', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', 0]
1	What are some of the best tactical changes made by a captain of a cricket team?	tactical changes		some of the best	made by a captain of a cricket team	0.0	q	What are some of the best tactical changes made by a captain of a cricket team?	['What', 'are', 'some', 'of', 'the', 'best', 'tactical', 'changes', 'made', 'by', 'a', 'captain', 'of', 'a', 'cricket', 'team', '?']	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'JJ', 'NNS', 'VBN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'NN', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 'CI', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 0]
1	What are some of the best teen clothing websites?	teen clothing websites		some of the best		0.0	q	What are some of the best teen clothing websites?	['What', 'are', 'some', 'of', 'the', 'best', 'teen', 'clothing', 'websites', '?']	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'NN', 'NN', 'NNS', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 'CI', 'CI', 'CI', 0]
1	What are some of the best time-saving tips for Ruby?	time-saving tips	0	some of the best	for ruby	0.0	q	What are some of the best time-saving tips for _NAMED_ENTITY_?	['What', 'are', 'some', 'of', 'the', 'best', 'time', '-', 'saving', 'tips', 'for', 'Ruby', '?']	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'NN', 'HYPH', 'VBG', 'NNS', 'IN', 'NNP', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 'CC', 'CC', 0]
1	What are some of the best ways to find inner peace?	ways		some of the best	to find inner peace	0.0	q	What are some of the best ways to find inner peace?	['What', 'are', 'some', 'of', 'the', 'best', 'ways', 'to', 'find', 'inner', 'peace', '?']	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'NNS', 'TO', 'VB', 'JJ', 'NN', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 0]
1	What are some of the best ways to learn programming?	ways		some of the best	to learn programming	0.0	q	What are some of the best ways to learn programming?	['What', 'are', 'some', 'of', 'the', 'best', 'ways', 'to', 'learn', 'programming', '?']	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'NNS', 'TO', 'VB', 'NN', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 0]
1	What are some of the best ways to learn python?	ways	0	some of the best	to learn python	0.0	q	What are some of the best ways to learn python?	['What', 'are', 'some', 'of', 'the', 'best', 'ways', 'to', 'learn', 'python', '?']	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'NNS', 'TO', 'VB', 'NN', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 0]
1	What are some of the best ways to wish someone a happy birthday on a call?	ways		some of the best	to wish someone a happy birthday on a call		q	What are some of the best ways to wish someone a happy birthday on a call?	['What', 'are', 'some', 'of', 'the', 'best', 'ways', 'to', 'wish', 'someone', 'a', 'happy', 'birthday', 'on', 'a', 'call', '?']	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'NNS', 'TO', 'VB', 'NN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 0]
1	What are some of the best WhatsApp statuses?	whatsapp statuses	0	some of the best		0.0	q	What are some of the best _NAMED_ENTITY_ statuses?	['What', 'are', 'some', 'of', 'the', 'best', 'WhatsApp', 'statuses', '?']	['WP', 'VBP', 'DT', 'IN', 'DT', 'JJS', 'NNP', 'NNS', '.']	[0, 0, 'CP', 'CP', 'CP', 'CP', 'CI', 'CI', 0]
1	What are the best academies for IAS coaching in Bangalore?	academies	0	the best	for ias coaching in bangalore	0.0	q	What are the best academies for IAS coaching in _NAMED_ENTITY_?	['What', 'are', 'the', 'best', 'academies', 'for', 'IAS', 'coaching', 'in', 'Bangalore', '?']	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'IN', 'NNP', 'VBG', 'IN', 'NNP', '.']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 0]
1	What are the best activities to do with children when visiting Hailin, Heilongjiang, China?	activities to do with children		the best	hailin; heilongjiang; china		q	What are the best activities to do with children when visiting _NAMED_ENTITY_, _NAMED_ENTITY_, _NAMED_ENTITY_?	['What', 'are', 'the', 'best', 'activities', 'to', 'do', 'with', 'children', 'when', 'visiting', 'Hailin', ',', 'Heilongjiang', ',', 'China', '?']	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'TO', 'VB', 'IN', 'NNS', 'WRB', 'VBG', 'NNP', ',', 'NNP', ',', 'NNP', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 'CI', 0, 0, 'CC', 0, 'CC', 0, 'CC', 0]
1	What are the best amateur porn sites?	amateur porn sites		the best			q	What are the best amateur porn sites?	['What', 'are', 'the', 'best', 'amateur', 'porn', 'sites', '?']	['WP', 'VBP', 'DT', 'JJS', 'JJ', 'NN', 'NNS', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 0]
1	"What are the best answers for: ""in 150 characters or fewer, tell us what makes you unique?"""	answers		the best	"for: ""in 150 characters or fewer, tell us what makes you unique?"""	0.0	q	"What are the best answers for: ""in _NAMED_ENTITY_ characters or fewer, tell us what makes you unique?"""	"['What', 'are', 'the', 'best', 'answers', 'for', ':', '""', 'in', '150', 'characters', 'or', 'fewer', ',', 'tell', 'us', 'what', 'makes', 'you', 'unique', '?', '""']"	"['WP', 'VBP', 'DT', 'JJS', 'NNS', 'IN', ':', '``', 'IN', 'CD', 'NNS', 'CC', 'JJR', ',', 'VB', 'PRP', 'WP', 'VBZ', 'PRP', 'JJ', '.', ""''""]"	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC']
1	What are the best areas to invest in real estate in Minneapolis?	areas	to invest	the best	in real estate in minneapolis	0.0	q	What are the best areas to invest in real estate in _NAMED_ENTITY_?	['What', 'are', 'the', 'best', 'areas', 'to', 'invest', 'in', 'real', 'estate', 'in', 'Minneapolis', '?']	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'TO', 'VB', 'IN', 'JJ', 'NN', 'IN', 'NNP', '.']	[0, 0, 'CP', 'CP', 'CI', 'CA', 'CA', 'CC', 'CC', 'CC', 'CC', 'CC', 0]
1	What are the best aspects of living in Glasgow, UK as a young adult?	aspects of living in glasgow, uk		the best	as a young adult		q	What are the best aspects of living in _NAMED_ENTITY_, _NAMED_ENTITY_ as a young adult?	['What', 'are', 'the', 'best', 'aspects', 'of', 'living', 'in', 'Glasgow', ',', 'UK', 'as', 'a', 'young', 'adult', '?']	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'IN', 'VBG', 'IN', 'NNP', ',', 'NNP', 'IN', 'DT', 'JJ', 'NN', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', 'CC', 'CC', 'CC', 'CC', 0]
1	What are the best aspects of working at Coca-Cola Bottling?	aspects of working at coca-cola bottling		the best			q	What are the best aspects of working at _NAMED_ENTITY_?	['What', 'are', 'the', 'best', 'aspects', 'of', 'working', 'at', 'Coca', '-', 'Cola', 'Bottling', '?']	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'IN', 'VBG', 'IN', 'NNP', 'HYPH', 'NNP', 'NN', '.']	[0, 0, 'CP', 'CP', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', 'CI', 0]
1	What are the best books about Churchill?	books		the best	about churchill		q	What are the best books about _NAMED_ENTITY_?	['What', 'are', 'the', 'best', 'books', 'about', 'Churchill', '?']	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'IN', 'NNP', '.']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 0]
1	What are the best books about IT industry?	books	0	the best	about it industry	0.0	q	What are the best books about IT industry?	['What', 'are', 'the', 'best', 'books', 'about', 'IT', 'industry', '?']	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'IN', 'NN', 'NN', '.']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 0]
1	What are the best books about leadership?	books		the best	about leadership		q	What are the best books about leadership?	['What', 'are', 'the', 'best', 'books', 'about', 'leadership', '?']	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'IN', 'NN', '.']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 0]
1	What are the best books about the power of pricing?	books		the best	about the power of pricing	0.0	q	What are the best books about the power of pricing?	['What', 'are', 'the', 'best', 'books', 'about', 'the', 'power', 'of', 'pricing', '?']	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'IN', 'DT', 'NN', 'IN', 'NN', '.']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 0]
1	What are the best books for a beginner to read about cognitive bias?	books		the best	for a beginner to read about cognitive bias	0.0	q	What are the best books for a beginner to read about cognitive bias?	['What', 'are', 'the', 'best', 'books', 'for', 'a', 'beginner', 'to', 'read', 'about', 'cognitive', 'bias', '?']	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'IN', 'DT', 'NN', 'TO', 'VB', 'IN', 'JJ', 'NN', '.']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 'CC', 0]
1	What are the best books for gate preparation(EE)?	books		the best	for gate preparation(ee)		q	What are the best books for gate preparation(EE)?	['What', 'are', 'the', 'best', 'books', 'for', 'gate', 'preparation(EE', ')', '?']	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'IN', 'NN', 'NNP', '-RRB-', '.']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 0]
1	What are the best books for learning stock market?	books		the best	for learning stock market	0.0	q	What are the best books for learning stock market?	['What', 'are', 'the', 'best', 'books', 'for', 'learning', 'stock', 'market', '?']	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'IN', 'VBG', 'NN', 'NN', '.']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 0]
1	What are the best books for studying machine learning?	books		the best	for studying machine learning		q	What are the best books for studying machine learning?	['What', 'are', 'the', 'best', 'books', 'for', 'studying', 'machine', 'learning', '?']	['WP', 'VBP', 'DT', 'JJS', 'NNS', 'IN', 'VBG', 'NN', 'NN', '.']	[0, 0, 'CP', 'CP', 'CI', 'CC', 'CC', 'CC', 'CC', 0]
